concept_name,concept_table,MICU,SICU,gap,feature_new_name
DIPHENHYDRAMINE HCL                                                                                                                                                                                                                                            ,adm,0.0005269629369397,0.0010009175077145,0.0004739545707747,DIPHENHYDRAMINE HCL                                                                                                                                                                                                                                            
DIPHENHYDRAMINE HCL/PHENYLEPHRINE HCL/ACETAMINOPHEN                                                                                                                                                                                                            ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,DIPHENHYDRAMINE HCL/PHENYLEPHRINE HCL/ACETAMINOPHEN                                                                                                                                                                                                            
DIPHENHYDRAMINE HCL/ZINC ACETATE                                                                                                                                                                                                                               ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,DIPHENHYDRAMINE HCL/ZINC ACETATE                                                                                                                                                                                                                               
DIPHENOXYLATE HCL/ATROPINE SULFATE                                                                                                                                                                                                                             ,adm,5.855143743775481e-05,0.0002502293769286,0.0001916779394908,DIPHENOXYLATE HCL/ATROPINE SULFATE                                                                                                                                                                                                                             
DIPROLENE                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,0.000166819584619,0.0001082681471813,DIPROLENE                                                                                                                                                                                                                                                      
DIPYRIDAMOLE                                                                                                                                                                                                                                                   ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,DIPYRIDAMOLE                                                                                                                                                                                                                                                   
DISULFIRAM                                                                                                                                                                                                                                                     ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,DISULFIRAM                                                                                                                                                                                                                                                     
DITROPAN                                                                                                                                                                                                                                                       ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,DITROPAN                                                                                                                                                                                                                                                       
DITROPAN XL                                                                                                                                                                                                                                                    ,adm,0.0018736459980081,0.0008340979230954,0.0010395480749126,DITROPAN XL                                                                                                                                                                                                                                                    
DIVALPROEX SODIUM                                                                                                                                                                                                                                              ,adm,0.000936822999004,0.0011677370923336,0.0002309140933295,DIVALPROEX SODIUM                                                                                                                                                                                                                                              
DIVALPROEX SODIUM ER                                                                                                                                                                                                                                           ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,DIVALPROEX SODIUM ER                                                                                                                                                                                                                                           
DOBUTAMINE HCL                                                                                                                                                                                                                                                 ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,DOBUTAMINE HCL                                                                                                                                                                                                                                                 
DOC-Q-LACE                                                                                                                                                                                                                                                     ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,DOC-Q-LACE                                                                                                                                                                                                                                                     
DOCUSATE CALCIUM                                                                                                                                                                                                                                               ,adm,0.000702617249253,0.0010009175077145,0.0002983002584615,DOCUSATE CALCIUM                                                                                                                                                                                                                                               
DOCUSATE SODIUM                                                                                                                                                                                                                                                ,adm,0.0015223373733816,0.0038368504462391,0.0023145130728575,DOCUSATE SODIUM                                                                                                                                                                                                                                                
DOFETILIDE                                                                                                                                                                                                                                                     ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,DOFETILIDE                                                                                                                                                                                                                                                     
DOK                                                                                                                                                                                                                                                            ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,DOK                                                                                                                                                                                                                                                            
DOLOGEN                                                                                                                                                                                                                                                        ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,DOLOGEN                                                                                                                                                                                                                                                        
DOLOPHINE HCL                                                                                                                                                                                                                                                  ,adm,0.0001756543123132,0.000166819584619,8.83472769416929e-06,DOLOPHINE HCL                                                                                                                                                                                                                                                  
DONEPEZIL HCL                                                                                                                                                                                                                                                  ,adm,0.0012295801861928,0.0031695721077628,0.0019399919215699,DONEPEZIL HCL                                                                                                                                                                                                                                                  
DONNATAL                                                                                                                                                                                                                                                       ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,DONNATAL                                                                                                                                                                                                                                                       
DORZOLAMIDE HCL                                                                                                                                                                                                                                                ,adm,0.0001756543123132,0.0005838685461668,0.0004082142338535,DORZOLAMIDE HCL                                                                                                                                                                                                                                                
DORZOLAMIDE HCL/TIMOLOL MALEATE                                                                                                                                                                                                                                ,adm,0.0,0.000166819584619,0.000166819584619,DORZOLAMIDE HCL/TIMOLOL MALEATE                                                                                                                                                                                                                                
DORZOLAMIDE-TIMOLOL                                                                                                                                                                                                                                            ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,DORZOLAMIDE-TIMOLOL                                                                                                                                                                                                                                            
DOVONEX                                                                                                                                                                                                                                                        ,adm,0.0,0.0002502293769286,0.0002502293769286,DOVONEX                                                                                                                                                                                                                                                        
DOXAZOSIN MESYLATE                                                                                                                                                                                                                                             ,adm,0.0008197201241285,0.0020018350154291,0.0011821148913005,DOXAZOSIN MESYLATE                                                                                                                                                                                                                                             
DOXEPIN HCL                                                                                                                                                                                                                                                    ,adm,0.0004098600620642,0.000917507715405,0.0005076476533407,DOXEPIN HCL                                                                                                                                                                                                                                                    
DOXERCALCIFEROL                                                                                                                                                                                                                                                ,adm,0.0001171028748755,0.0,0.0001171028748755,DOXERCALCIFEROL                                                                                                                                                                                                                                                
DOXYCYCLINE CALCIUM                                                                                                                                                                                                                                            ,adm,0.000468411499502,0.0004170489615477,5.136253795430063e-05,DOXYCYCLINE CALCIUM                                                                                                                                                                                                                                            
DOXYCYCLINE HYCLATE                                                                                                                                                                                                                                            ,adm,0.0001171028748755,0.0005838685461668,0.0004667656712913,DOXYCYCLINE HYCLATE                                                                                                                                                                                                                                            
DOXYCYCLINE MONOHYDRATE                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.0005004587538572,0.0004419073164195,DOXYCYCLINE MONOHYDRATE                                                                                                                                                                                                                                        
DRAMAMINE                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,0.000166819584619,0.0001082681471813,DRAMAMINE                                                                                                                                                                                                                                                      
DRIMINATE                                                                                                                                                                                                                                                      ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,DRIMINATE                                                                                                                                                                                                                                                      
DRISDOL                                                                                                                                                                                                                                                        ,adm,0.0001171028748755,0.0003336391692381,0.0002165362943626,DRISDOL                                                                                                                                                                                                                                                        
DRONABINOL                                                                                                                                                                                                                                                     ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,DRONABINOL                                                                                                                                                                                                                                                     
DRONEDARONE HCL                                                                                                                                                                                                                                                ,adm,0.0001756543123132,0.000166819584619,8.83472769416929e-06,DRONEDARONE HCL                                                                                                                                                                                                                                                
DROSPIRENONE-ETHINYL ESTRADIOL                                                                                                                                                                                                                                 ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,DROSPIRENONE-ETHINYL ESTRADIOL                                                                                                                                                                                                                                 
DUAC                                                                                                                                                                                                                                                           ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,DUAC                                                                                                                                                                                                                                                           
DULCOLAX                                                                                                                                                                                                                                                       ,adm,0.0021078517477591,0.0017516056385004,0.0003562461092586,DULCOLAX                                                                                                                                                                                                                                                       
DULCOLAX STOOL SOFTENER                                                                                                                                                                                                                                        ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,DULCOLAX STOOL SOFTENER                                                                                                                                                                                                                                        
DULERA                                                                                                                                                                                                                                                         ,adm,0.000234205749751,0.0003336391692381,9.943341948717104e-05,DULERA                                                                                                                                                                                                                                                         
DULOXETINE HCL                                                                                                                                                                                                                                                 ,adm,0.0006440658118153,0.0015013762615718,0.0008573104497565,DULOXETINE HCL                                                                                                                                                                                                                                                 
DUOCAL                                                                                                                                                                                                                                                         ,adm,0.0,0.0002502293769286,0.0002502293769286,DUOCAL                                                                                                                                                                                                                                                         
DUONEB                                                                                                                                                                                                                                                         ,adm,0.009543884302354,0.0063391442155256,0.0032047400868284,DUONEB                                                                                                                                                                                                                                                         
DURAGESIC                                                                                                                                                                                                                                                      ,adm,0.0021078517477591,0.0021686546000482,6.0802852289063535e-05,DURAGESIC                                                                                                                                                                                                                                                      
DUREZOL                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,DUREZOL                                                                                                                                                                                                                                                        
DUTASTERIDE                                                                                                                                                                                                                                                    ,adm,0.0003513086246265,8.340979230954757e-05,0.0002678988323169,DUTASTERIDE                                                                                                                                                                                                                                                    
DYAZIDE                                                                                                                                                                                                                                                        ,adm,0.0007611686866908,0.0007506881307859,1.0480555904884513e-05,DYAZIDE                                                                                                                                                                                                                                                        
DYMISTA                                                                                                                                                                                                                                                        ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,DYMISTA                                                                                                                                                                                                                                                        
Device,lab,0.0008782715615663,0.0115939611310271,0.0107156895694607,Device
Digoxin,lab,0.0340183851513355,0.024689298523626,0.0093290866277094,Digoxin
ECHINACEA                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,ECHINACEA                                                                                                                                                                                                                                                      
ECONAZOLE NITRATE                                                                                                                                                                                                                                              ,adm,0.0001171028748755,8.340979230954757e-05,3.369308256596205e-05,ECONAZOLE NITRATE                                                                                                                                                                                                                                              
ECOTRIN                                                                                                                                                                                                                                                        ,adm,0.0004098600620642,0.0006672783384763,0.000257418276412,ECOTRIN                                                                                                                                                                                                                                                        
EFAVIRENZ/EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE                                                                                                                                                                                                          ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,EFAVIRENZ/EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE                                                                                                                                                                                                          
EFFEXOR                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.0004170489615477,0.0003584975241099,EFFEXOR                                                                                                                                                                                                                                                        
EFFEXOR XR                                                                                                                                                                                                                                                     ,adm,0.0018736459980081,0.0032529819000723,0.0013793359020642,EFFEXOR XR                                                                                                                                                                                                                                                     
EFFIENT                                                                                                                                                                                                                                                        ,adm,0.0006440658118153,0.0008340979230954,0.0001900321112801,EFFIENT                                                                                                                                                                                                                                                        
EFUDEX                                                                                                                                                                                                                                                         ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,EFUDEX                                                                                                                                                                                                                                                         
ELAPRASE                                                                                                                                                                                                                                                       ,adm,0.000234205749751,0.000166819584619,6.73861651319241e-05,ELAPRASE                                                                                                                                                                                                                                                       
ELAVIL                                                                                                                                                                                                                                                         ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,ELAVIL                                                                                                                                                                                                                                                         
ELIQUIS                                                                                                                                                                                                                                                        ,adm,0.000702617249253,0.0011677370923336,0.0004651198430806,ELIQUIS                                                                                                                                                                                                                                                        
ELVITEGRAVIR/COBICISTAT/EMTRICITABINE/TENOFOVIR                                                                                                                                                                                                                ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,ELVITEGRAVIR/COBICISTAT/EMTRICITABINE/TENOFOVIR                                                                                                                                                                                                                
EMEND                                                                                                                                                                                                                                                          ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,EMEND                                                                                                                                                                                                                                                          
EMLA                                                                                                                                                                                                                                                           ,adm,0.000234205749751,0.000166819584619,6.73861651319241e-05,EMLA                                                                                                                                                                                                                                                           
EMOLLIENT BASE                                                                                                                                                                                                                                                 ,adm,0.0001171028748755,0.0,0.0001171028748755,EMOLLIENT BASE                                                                                                                                                                                                                                                 
EMTRICITABINE                                                                                                                                                                                                                                                  ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,EMTRICITABINE                                                                                                                                                                                                                                                  
EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE                                                                                                                                                                                                                    ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE                                                                                                                                                                                                                    
EMTRIVA                                                                                                                                                                                                                                                        ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,EMTRIVA                                                                                                                                                                                                                                                        
EMU OIL                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,EMU OIL                                                                                                                                                                                                                                                        
ENABLEX                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,ENABLEX                                                                                                                                                                                                                                                        
ENALAPRIL MALEATE                                                                                                                                                                                                                                              ,adm,0.0022835060600724,0.0034198014846914,0.001136295424619,ENALAPRIL MALEATE                                                                                                                                                                                                                                              
ENALAPRIL MALEATE/HYDROCHLOROTHIAZIDE                                                                                                                                                                                                                          ,adm,5.855143743775481e-05,0.000166819584619,0.0001082681471813,ENALAPRIL MALEATE/HYDROCHLOROTHIAZIDE                                                                                                                                                                                                                          
ENBREL                                                                                                                                                                                                                                                         ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,ENBREL                                                                                                                                                                                                                                                         
ENDOCET                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,ENDOCET                                                                                                                                                                                                                                                        
ENEMA                                                                                                                                                                                                                                                          ,adm,0.0,0.0006672783384763,0.0006672783384763,ENEMA                                                                                                                                                                                                                                                          
ENEMA BOTTLE                                                                                                                                                                                                                                                   ,adm,0.0,0.000166819584619,0.000166819584619,ENEMA BOTTLE                                                                                                                                                                                                                                                   
ENOXAPARIN SODIUM                                                                                                                                                                                                                                              ,adm,0.0013466830610683,0.0015013762615718,0.0001546932005034,ENOXAPARIN SODIUM                                                                                                                                                                                                                                              
ENSURE                                                                                                                                                                                                                                                         ,adm,0.0,0.0002502293769286,0.0002502293769286,ENSURE                                                                                                                                                                                                                                                         
ENTECAVIR                                                                                                                                                                                                                                                      ,adm,0.0,0.0002502293769286,0.0002502293769286,ENTECAVIR                                                                                                                                                                                                                                                      
ENTOCORT EC                                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,ENTOCORT EC                                                                                                                                                                                                                                                    
